	sent_nr	sbn_verb_pos	nr_neg_roles	nr_pos_roles	closest_role	closest_distance	closest_word	closest_word_pos	furthest_role	furthest_word	furthest_word_pos	furthest_distance	word_pos	token	sent_idxs	sent_tokens	subj_nr	sent_pos	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp	closest_inverse_distance	furthest_inverse_distance	word_length	target_skipped
12862	187	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	knocked	[1, 2]	['knocked', 'on']	27	70	244	444	444	444	0	0	0	0	-1	-1	7	0
12863	187	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	knocked	[1, 2]	['knocked', 'on']	28	108	244	244	244	244	400	400	400	400	-1	-1	7	0
12864	187	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	knocked	[1, 2]	['knocked', 'on']	29	108	252	376	376	376	0	0	0	0	-1	-1	7	0
12865	187	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	knocked	[1, 2]	['knocked', 'on']	30	58	256	496	496	496	196	196	196	196	-1	-1	7	0
12866	187	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	knocked	[1, 2]	['knocked', 'on']	31	83	144	144	144	144	0	0	0	0	-1	-1	7	0
12867	187	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	knocked	[1, 2]	['knocked', 'on']	32	49	180	328	328	328	244	244	244	244	-1	-1	7	0
12868	187	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	knocked	[1, 2]	['knocked', 'on']	33	117	76	148	148	148	0	0	0	0	-1	-1	7	0
12869	187	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	knocked	[1, 2]	['knocked', 'on']	34	205	188	188	188	188	172	172	172	172	-1	-1	7	0
12870	187	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	knocked	[1, 2]	['knocked', 'on']	35	177	252	420	420	420	0	0	0	0	-1	-1	7	0
12871	187	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	knocked	[1, 2]	['knocked', 'on']	36	182	144	144	144	144	0	0	0	0	-1	-1	7	0
12872	187	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	knocked	[1, 2]	['knocked', 'on']	37	202	148	148	264	440	0	0	0	0	-1	-1	7	0
12873	187	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	knocked	[1, 2]	['knocked', 'on']	38	88	180	180	180	180	0	0	0	0	-1	-1	7	0
12877	187	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	knocked	[1, 2]	['knocked', 'on']	42	36	436	436	436	436	144	144	144	144	-1	-1	7	0
12878	187	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	knocked	[1, 2]	['knocked', 'on']	43	103	312	556	556	556	0	0	0	0	-1	-1	7	0
12879	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	1	20	324	324	324	324	0	0	0	0	-1	-2	5	0
12880	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	2	143	180	180	180	180	0	0	0	0	-1	-2	5	0
12881	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	3	117	124	280	280	280	0	0	0	0	-1	-2	5	0
12882	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	4	133	188	188	188	188	0	0	0	0	-1	-2	5	0
12883	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	5	103	196	196	196	196	0	0	0	0	-1	-2	5	0
12884	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	6	12	284	284	284	624	0	0	0	0	-1	-2	5	0
12886	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	8	115	224	224	224	224	0	0	0	0	-1	-2	5	0
12888	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	11	181	328	328	328	328	0	0	0	0	-1	-2	5	0
12889	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	12	181	248	248	248	248	0	0	0	0	-1	-2	5	0
12891	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	14	63	132	132	132	132	0	0	0	0	-1	-2	5	0
12893	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	16	112	148	148	148	148	172	172	172	172	-1	-2	5	0
12894	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	17	10	272	272	272	272	0	0	0	0	-1	-2	5	0
12895	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	18	37	244	348	348	348	0	0	0	0	-1	-2	5	0
12896	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	19	60	132	376	376	376	0	0	0	0	-1	-2	5	0
12897	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	20	8	184	184	184	184	152	152	152	152	-1	-2	5	0
12898	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	21	154	276	276	276	276	0	0	0	0	-1	-2	5	0
12899	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	22	190	252	460	460	460	0	0	0	0	-1	-2	5	0
12901	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	24	91	248	248	248	248	0	0	0	0	-1	-2	5	0
12903	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	27	70	156	156	156	156	0	0	0	0	-1	-2	5	0
12905	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	29	108	180	180	180	180	0	0	0	0	-1	-2	5	0
12906	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	30	58	220	392	392	392	0	0	0	0	-1	-2	5	0
12907	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	31	83	132	132	132	132	0	0	0	0	-1	-2	5	0
12908	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	32	49	236	236	384	960	0	0	0	0	-1	-2	5	0
12909	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	33	117	204	204	204	204	0	0	0	0	-1	-2	5	0
12910	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	34	205	216	216	216	216	0	0	0	0	-1	-2	5	0
12911	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	35	177	164	164	164	164	0	0	0	0	-1	-2	5	0
12913	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	37	202	152	152	152	152	0	0	0	0	-1	-2	5	0
12914	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	38	88	208	208	208	208	0	0	0	0	-1	-2	5	0
12917	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	41	94	244	244	244	244	0	0	0	0	-1	-2	5	0
12918	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	42	36	116	116	116	116	264	264	264	956	-1	-2	5	0
12919	187	7	2	1	Degree	-1	almost	10	Agent	he	9	-2	11	broke	[10]	['broke']	43	103	204	204	204	204	0	0	0	0	-1	-2	5	0
12920	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	1	84	368	368	368	368	228	228	228	228	-1	-1	3	0
12922	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	3	205	412	412	412	412	140	352	352	352	-1	-1	3	0
12925	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	6	3	72	232	232	232	188	188	188	188	-1	-1	3	0
12927	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	8	163	428	428	428	428	144	144	144	144	-1	-1	3	0
12928	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	10	89	72	72	72	72	128	276	276	276	-1	-1	3	0
12929	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	11	92	180	180	180	180	192	340	340	340	-1	-1	3	0
12931	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	13	18	204	204	204	204	208	208	208	208	-1	-1	3	0
12932	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	14	3	256	420	420	420	320	480	480	480	-1	-1	3	0
12933	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	15	161	36	36	36	36	252	252	252	252	-1	-1	3	0
12935	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	17	152	164	164	164	164	252	252	252	252	-1	-1	3	0
12936	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	18	188	276	276	276	276	160	160	160	160	-1	-1	3	0
12937	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	19	38	272	272	272	272	172	172	332	544	-1	-1	3	0
12939	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	21	80	232	232	232	232	136	136	136	136	-1	-1	3	0
12940	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	22	147	24	444	444	444	336	336	336	336	-1	-1	3	0
12941	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	23	192	124	292	292	292	720	720	720	1544	-1	-1	3	0
12944	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	27	202	324	324	324	324	268	268	268	268	-1	-1	3	0
12947	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	30	8	504	504	504	652	336	720	720	720	-1	-1	3	0
12948	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	31	14	228	228	228	228	212	264	264	264	-1	-1	3	0
12949	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	32	111	184	184	184	184	200	200	200	420	-1	-1	3	0
12950	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	33	161	116	152	152	152	140	140	140	140	-1	-1	3	0
12952	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	35	127	232	232	232	232	132	492	492	492	-1	-1	3	0
12954	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	37	199	232	232	232	232	212	212	212	212	-1	-1	3	0
12955	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	38	51	168	168	168	168	216	216	216	216	-1	-1	3	0
12957	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	40	57	296	424	424	424	136	136	268	768	-1	-1	3	0
12959	188	1	1	2	Agent	-1	He	1	Agent		-1	-1	2	let	[1]	['let']	42	67	76	300	300	300	144	144	144	144	-1	-1	3	0
12961	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	1	84	424	424	424	424	312	312	312	312	-1	-1	2	0
12962	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	2	153	232	232	232	232	0	0	0	0	-1	-1	2	0
12968	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	8	163	156	156	156	156	0	0	0	0	-1	-1	2	0
12969	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	10	89	204	204	204	204	112	112	112	112	-1	-1	2	0
12970	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	11	92	160	160	160	160	160	160	160	160	-1	-1	2	0
12976	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	17	152	216	216	216	216	0	0	0	0	-1	-1	2	0
12978	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	19	38	392	392	392	392	120	120	120	120	-1	-1	2	0
12980	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	21	80	132	132	132	132	176	176	176	176	-1	-1	2	0
12981	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	22	147	384	384	384	384	0	0	0	0	-1	-1	2	0
12985	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	27	202	188	188	188	188	0	0	0	0	-1	-1	2	0
12986	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	28	25	88	88	88	180	264	264	392	464	-1	-1	2	0
12988	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	30	8	248	248	248	248	420	420	420	420	-1	-1	2	0
12990	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	32	111	380	380	380	380	164	164	164	164	-1	-1	2	0
12991	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	33	161	172	368	368	368	0	0	0	0	-1	-1	2	0
12995	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	37	199	116	116	116	116	140	140	140	140	-1	-1	2	0
12996	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	38	51	236	236	236	236	0	0	0	0	-1	-1	2	0
12998	188	4	1	0	Theme	-1	Donald	3	Theme		-1	-1	4	go	[3, 4]	['go', 'and']	40	57	244	244	244	244	0	0	0	0	-1	-1	2	0
13002	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	1	84	196	304	304	304	0	0	0	0	-1	-1	4	0
13003	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	2	153	152	152	152	152	0	0	0	0	-1	-1	4	0
13004	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	3	205	280	280	280	280	188	188	188	188	-1	-1	4	0
13005	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	4	122	260	260	260	260	0	0	0	0	-1	-1	4	0
13007	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	6	3	220	220	220	396	0	0	0	0	-1	-1	4	0
13008	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	7	59	172	172	172	172	0	0	0	0	-1	-1	4	0
13010	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	10	89	168	168	300	460	0	0	0	0	-1	-1	4	0
13011	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	11	92	160	160	160	160	0	0	0	0	-1	-1	4	0
13012	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	12	100	172	172	172	172	0	0	0	0	-1	-1	4	0
13013	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	13	18	232	232	232	232	0	0	0	0	-1	-1	4	0
13014	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	14	3	228	228	228	228	0	0	0	0	-1	-1	4	0
13017	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	17	152	160	160	160	160	0	0	0	0	-1	-1	4	0
13018	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	18	188	232	232	232	232	0	0	0	0	-1	-1	4	0
13019	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	19	38	156	156	156	156	0	0	0	0	-1	-1	4	0
13020	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	20	56	248	248	248	248	0	0	0	0	-1	-1	4	0
13021	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	21	80	156	156	156	156	148	148	148	148	-1	-1	4	0
13022	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	22	147	148	148	148	148	0	0	0	0	-1	-1	4	0
13023	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	23	192	612	612	612	612	0	0	0	0	-1	-1	4	0
13025	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	25	90	152	152	304	1260	0	0	0	0	-1	-1	4	0
13026	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	27	202	184	184	184	184	0	0	0	0	-1	-1	4	0
13027	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	28	25	196	196	196	196	212	400	400	400	-1	-1	4	0
13031	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	32	111	188	188	188	188	0	0	0	0	-1	-1	4	0
13032	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	33	161	96	96	96	96	0	0	0	0	-1	-1	4	0
13033	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	34	95	172	172	172	172	0	0	0	0	-1	-1	4	0
13034	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	35	127	192	192	192	192	0	0	0	0	-1	-1	4	0
13036	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	37	199	200	200	200	200	196	196	196	196	-1	-1	4	0
13037	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	38	51	224	224	224	224	0	0	0	0	-1	-1	4	0
13038	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	39	195	368	688	688	688	100	100	100	100	-1	-1	4	0
13039	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	40	57	228	228	228	228	156	156	156	156	-1	-1	4	0
13041	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	42	67	148	148	148	148	0	0	0	0	-1	-1	4	0
13042	188	6	1	2	Theme	-1	he	6	Theme		-1	-1	7	fell	[6, 7]	['fell', 'to']	43	9	132	132	132	132	0	0	0	0	-1	-1	4	0
13043	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	1	58	116	116	116	116	168	168	168	168	-1	-1	6	0
13044	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	2	75	148	148	148	148	132	132	132	132	-1	-1	6	0
13045	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	3	200	268	540	540	540	148	148	148	148	-1	-1	6	0
13046	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	4	82	388	388	388	388	156	308	308	308	-1	-1	6	0
13047	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	5	21	224	224	224	224	76	76	76	272	-1	-1	6	0
13049	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	7	61	120	120	120	120	80	80	80	80	-1	-1	6	0
13050	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	8	97	312	312	312	312	188	188	188	188	-1	-1	6	0
13051	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	10	36	380	380	380	380	156	156	156	156	-1	-1	6	0
13052	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	11	184	160	160	160	160	176	176	176	176	-1	-1	6	0
13053	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	12	171	248	392	392	392	140	140	140	140	-1	-1	6	0
13054	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	13	146	212	212	212	212	216	216	216	216	-1	-1	6	0
13055	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	14	158	252	252	252	252	200	200	200	200	-1	-1	6	0
13056	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	15	188	240	240	240	240	0	0	0	0	-1	-1	6	0
13057	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	16	132	264	424	424	424	192	336	336	336	-1	-1	6	0
13058	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	17	9	152	152	152	152	140	140	140	140	-1	-1	6	0
13059	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	18	173	280	280	280	280	172	172	172	172	-1	-1	6	0
13061	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	20	14	228	396	396	396	160	160	160	160	-1	-1	6	0
13063	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	22	164	260	444	444	444	156	156	156	156	-1	-1	6	0
13064	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	23	109	284	284	284	284	260	260	260	260	-1	-1	6	0
13065	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	24	115	308	308	308	308	196	196	196	196	-1	-1	6	0
13066	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	25	191	192	548	548	548	200	200	200	200	-1	-1	6	0
13067	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	27	30	228	404	404	404	164	164	164	164	-1	-1	6	0
13070	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	30	54	432	432	432	432	200	200	200	200	-1	-1	6	0
13071	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	31	165	152	152	152	152	156	156	156	156	-1	-1	6	0
13072	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	32	69	160	160	160	160	252	252	252	252	-1	-1	6	0
13073	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	33	35	116	240	240	240	148	148	148	148	-1	-1	6	0
13074	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	34	150	164	164	164	164	0	0	0	0	-1	-1	6	0
13075	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	35	106	176	176	176	176	168	168	168	168	-1	-1	6	0
13076	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	36	130	144	144	144	144	0	0	0	0	-1	-1	6	0
13077	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	37	73	40	196	196	196	180	180	180	180	-1	-1	6	0
13078	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	38	8	308	308	308	308	232	232	232	232	-1	-1	6	0
13079	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	39	70	104	340	340	340	176	176	176	176	-1	-1	6	0
13083	189	1	1	0	Agent	-1	He	1	Agent		-1	-1	2	smiled	[1, 2, 3]	['smiled', 'again', 'and']	43	201	108	108	108	108	112	112	112	112	-1	-1	6	0
13084	189	3	1	1	Experiencer	-3	He	1	Experiencer		-1	-3	5	felt	[4, 5]	['felt', 'like']	1	58	128	128	128	128	256	256	256	256	-3	-3	4	0
13085	189	3	1	1	Experiencer	-3	He	1	Experiencer		-1	-3	5	felt	[4, 5]	['felt', 'like']	2	75	252	252	252	252	60	60	60	60	-3	-3	4	0
13086	189	3	1	1	Experiencer	-3	He	1	Experiencer		-1	-3	5	felt	[4, 5]	['felt', 'like']	3	200	132	132	132	132	220	220	220	220	-3	-3	4	0
13087	189	3	1	1	Experiencer	-3	He	1	Experiencer		-1	-3	5	felt	[4, 5]	['felt', 'like']	4	82	200	200	200	200	256	256	256	256	-3	-3	4	0
13088	189	3	1	1	Experiencer	-3	He	1	Experiencer		-1	-3	5	felt	[4, 5]	['felt', 'like']	5	21	164	164	164	164	160	160	160	160	-3	-3	4	0
13090	189	3	1	1	Experiencer	-3	He	1	Experiencer		-1	-3	5	felt	[4, 5]	['felt', 'like']	7	61	224	224	320	592	0	0	0	0	-3	-3	4	0
13091	189	3	1	1	Experiencer	-3	He	1	Experiencer		-1	-3	5	felt	[4, 5]	['felt', 'like']	8	97	192	192	192	192	180	180	180	180	-3	-3	4	0
13092	189	3	1	1	Experiencer	-3	He	1	Experiencer		-1	-3	5	felt	[4, 5]	['felt', 'like']	10	36	124	124	124	124	144	144	144	144	-3	-3	4	0
13093	189	3	1	1	Experiencer	-3	He	1	Experiencer		-1	-3	5	felt	[4, 5]	['felt', 'like']	11	184	160	160	160	160	136	136	136	136	-3	-3	4	0
13094	189	3	1	1	Experiencer	-3	He	1	Experiencer		-1	-3	5	felt	[4, 5]	['felt', 'like']	12	171	328	328	328	328	120	120	120	120	-3	-3	4	0
13095	189	3	1	1	Experiencer	-3	He	1	Experiencer		-1	-3	5	felt	[4, 5]	['felt', 'like']	13	146	212	212	212	212	0	0	0	0	-3	-3	4	0
13096	189	3	1	1	Experiencer	-3	He	1	Experiencer		-1	-3	5	felt	[4, 5]	['felt', 'like']	14	158	156	156	156	156	140	452	452	452	-3	-3	4	0
13098	189	3	1	1	Experiencer	-3	He	1	Experiencer		-1	-3	5	felt	[4, 5]	['felt', 'like']	16	132	144	144	144	144	216	216	216	216	-3	-3	4	0
13099	189	3	1	1	Experiencer	-3	He	1	Experiencer		-1	-3	5	felt	[4, 5]	['felt', 'like']	17	9	160	160	160	160	160	160	160	160	-3	-3	4	0
13100	189	3	1	1	Experiencer	-3	He	1	Experiencer		-1	-3	5	felt	[4, 5]	['felt', 'like']	18	173	224	224	224	224	0	0	0	0	-3	-3	4	0
