	sent_nr	sbn_verb_pos	nr_neg_roles	nr_pos_roles	closest_role	closest_distance	closest_word	closest_word_pos	furthest_role	furthest_word	furthest_word_pos	furthest_distance	word_pos	token	sent_idxs	sent_tokens	subj_nr	sent_pos	rt_ff	rt_fp	rt_rb	rt_gp	spill_ff	spill_fp	spill_rb	spill_gp	closest_inverse_distance	furthest_inverse_distance	word_length	target_skipped	spill_skipped
14093	199	7	1	1	Agent	-7	Brian	1	Agent		-1	-7	11	eat	[10]	['eat']	28	201	0	0	0	0	180	180	180	180	-7	-7	3	1	0
14095	199	7	1	1	Agent	-7	Brian	1	Agent		-1	-7	11	eat	[10]	['eat']	30	21	232	232	232	232	92	92	92	92	-7	-7	3	0	0
14096	199	7	1	1	Agent	-7	Brian	1	Agent		-1	-7	11	eat	[10]	['eat']	31	16	0	0	0	0	152	152	152	152	-7	-7	3	1	0
14097	199	7	1	1	Agent	-7	Brian	1	Agent		-1	-7	11	eat	[10]	['eat']	32	42	260	260	260	260	84	84	84	84	-7	-7	3	0	0
14098	199	7	1	1	Agent	-7	Brian	1	Agent		-1	-7	11	eat	[10]	['eat']	33	100	168	372	372	372	232	232	232	232	-7	-7	3	0	0
14101	199	7	1	1	Agent	-7	Brian	1	Agent		-1	-7	11	eat	[10]	['eat']	36	46	0	0	0	0	148	148	148	148	-7	-7	3	1	0
14102	199	7	1	1	Agent	-7	Brian	1	Agent		-1	-7	11	eat	[10]	['eat']	37	82	172	308	308	308	148	148	148	148	-7	-7	3	0	0
14103	199	7	1	1	Agent	-7	Brian	1	Agent		-1	-7	11	eat	[10]	['eat']	38	143	0	0	0	0	220	220	220	220	-7	-7	3	1	0
14105	199	7	1	1	Agent	-7	Brian	1	Agent		-1	-7	11	eat	[10]	['eat']	40	4	216	216	216	216	136	136	136	232	-7	-7	3	0	0
14106	199	7	1	1	Agent	-7	Brian	1	Agent		-1	-7	11	eat	[10]	['eat']	41	96	0	0	0	0	228	228	228	228	-7	-7	3	1	0
14107	199	7	1	1	Agent	-7	Brian	1	Agent		-1	-7	11	eat	[10]	['eat']	42	71	0	0	0	0	148	148	148	148	-7	-7	3	1	0
14108	199	7	1	1	Agent	-7	Brian	1	Agent		-1	-7	11	eat	[10]	['eat']	43	157	204	204	204	204	128	128	128	128	-7	-7	3	0	0
14109	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	1	69	392	392	392	392	220	220	220	220	-1	-3	6	0	0
14110	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	2	77	148	148	148	148	160	160	160	160	-1	-3	6	0	0
14111	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	3	203	232	232	232	232	164	300	300	300	-1	-3	6	0	0
14113	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	5	150	228	228	228	228	216	216	216	216	-1	-3	6	0	0
14116	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	8	72	148	148	148	148	156	156	156	156	-1	-3	6	0	0
14117	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	10	13	0	0	0	0	68	244	428	1196	-1	-3	6	1	0
14118	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	11	204	128	128	128	128	140	140	140	140	-1	-3	6	0	0
14119	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	12	167	144	144	144	144	128	128	128	128	-1	-3	6	0	0
14120	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	13	38	0	0	0	0	184	184	184	184	-1	-3	6	1	0
14122	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	15	66	180	180	180	180	148	148	336	540	-1	-3	6	0	0
14123	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	16	85	224	400	400	400	228	368	368	368	-1	-3	6	0	0
14126	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	19	179	120	120	120	120	192	192	192	192	-1	-3	6	0	0
14129	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	22	8	248	248	248	248	288	288	288	288	-1	-3	6	0	0
14130	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	23	203	476	476	648	692	164	164	164	164	-1	-3	6	0	0
14132	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	25	139	220	220	220	220	168	168	168	168	-1	-3	6	0	0
14136	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	30	96	228	228	228	228	264	264	264	264	-1	-3	6	0	0
14138	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	32	32	232	232	232	232	208	208	208	208	-1	-3	6	0	0
14139	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	33	32	84	84	268	540	280	280	280	280	-1	-3	6	0	0
14141	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	35	73	164	164	164	164	168	168	168	168	-1	-3	6	0	0
14143	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	37	68	164	452	452	452	96	96	96	96	-1	-3	6	0	0
14145	201	3	2	2	Agent	-1	she	4	Manner	One	1	-3	5	placed	[4]	['placed']	39	102	196	196	348	668	148	148	148	148	-1	-3	6	0	0
14150	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	1	69	232	612	612	612	208	208	364	2752	-2	-8	6	0	0
14151	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	2	77	240	240	240	240	448	448	448	448	-2	-8	6	0	0
14152	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	3	203	48	48	420	2776	452	452	452	772	-2	-8	6	0	0
14153	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	4	113	188	188	188	188	136	136	136	992	-2	-8	6	0	0
14154	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	5	150	88	88	88	88	248	248	248	1004	-2	-8	6	0	0
14155	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	6	7	0	0	0	0	236	236	236	900	-2	-8	6	1	0
14156	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	7	193	168	168	168	168	104	104	104	1648	-2	-8	6	0	0
14157	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	8	72	232	232	232	232	248	248	248	508	-2	-8	6	0	0
14158	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	10	13	264	264	264	264	164	164	428	1320	-2	-8	6	0	0
14159	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	11	204	300	300	300	300	136	256	256	256	-2	-8	6	0	0
14160	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	12	167	0	0	0	0	188	188	688	2300	-2	-8	6	1	0
14161	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	13	38	216	216	216	216	348	348	348	876	-2	-8	6	0	0
14162	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	14	108	384	384	384	384	192	288	288	632	-2	-8	6	0	0
14165	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	17	11	212	212	212	212	204	204	276	2620	-2	-8	6	0	0
14166	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	18	13	228	228	228	228	272	272	272	696	-2	-8	6	0	0
14167	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	19	179	168	168	168	168	160	160	160	456	-2	-8	6	0	0
14168	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	20	148	168	168	168	168	152	152	292	2816	-2	-8	6	0	0
14169	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	21	135	228	228	228	228	160	160	160	160	-2	-8	6	0	0
14170	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	22	8	400	400	400	400	196	868	868	868	-2	-8	6	0	0
14172	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	24	48	368	368	368	684	144	144	144	1064	-2	-8	6	0	0
14173	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	25	139	292	292	292	292	176	176	176	2492	-2	-8	6	0	0
14174	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	27	58	280	408	408	408	124	124	124	964	-2	-8	6	0	0
14175	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	28	199	216	216	216	216	252	252	252	252	-2	-8	6	0	0
14176	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	29	107	208	324	324	324	124	124	124	568	-2	-8	6	0	0
14177	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	30	96	304	304	304	304	860	860	860	1228	-2	-8	6	0	0
14178	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	31	31	140	284	284	284	296	296	296	296	-2	-8	6	0	0
14179	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	32	32	180	180	180	180	456	456	456	728	-2	-8	6	0	0
14180	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	33	32	212	284	284	284	80	80	80	1604	-2	-8	6	0	0
14182	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	35	73	160	160	160	160	132	132	132	132	-2	-8	6	0	0
14185	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	38	43	208	208	420	1100	232	232	232	756	-2	-8	6	0	0
14186	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	39	102	0	0	0	0	292	292	292	1268	-2	-8	6	1	0
14187	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	40	110	200	332	332	332	128	128	128	268	-2	-8	6	0	0
14188	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	41	190	308	308	308	308	56	56	56	1716	-2	-8	6	0	0
14189	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	42	102	160	160	160	160	252	672	672	2112	-2	-8	6	0	0
14190	201	9	3	0	Patient	-2	their	9	Manner		-1	-8	12	killed	[11]	['killed']	43	82	240	240	240	240	176	176	176	480	-2	-8	6	0	0
14191	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	1	19	292	292	292	292	492	492	620	972	-1	-1	6	0	0
14192	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	2	93	200	200	200	200	160	160	160	344	-1	-1	6	0	0
14193	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	3	74	196	196	332	528	284	284	284	284	-1	-1	6	0	0
14198	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	8	201	252	252	672	1368	168	168	168	168	-1	-1	6	0	0
14199	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	10	51	148	148	148	148	160	160	160	160	-1	-1	6	0	0
14200	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	11	69	216	216	216	216	168	168	168	168	-1	-1	6	0	0
14201	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	12	172	228	228	888	1424	132	132	132	132	-1	-1	6	0	0
14202	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	13	191	220	220	220	220	208	208	208	208	-1	-1	6	0	0
14203	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	14	16	0	0	0	0	216	216	216	872	-1	-1	6	1	0
14205	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	16	130	168	448	448	448	164	164	164	164	-1	-1	6	0	0
14206	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	17	146	288	288	288	288	180	180	180	180	-1	-1	6	0	0
14208	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	19	49	192	324	560	804	180	180	180	180	-1	-1	6	0	0
14209	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	20	77	136	136	136	136	148	148	148	148	-1	-1	6	0	0
14210	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	21	99	256	256	256	256	204	204	204	204	-1	-1	6	0	0
14211	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	22	138	256	256	256	256	188	188	188	188	-1	-1	6	0	0
14212	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	23	151	344	344	344	344	284	284	284	284	-1	-1	6	0	0
14213	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	24	122	152	324	324	324	276	276	276	636	-1	-1	6	0	0
14216	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	28	39	272	272	272	272	160	520	520	520	-1	-1	6	0	0
14218	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	30	11	192	192	748	2592	96	96	96	96	-1	-1	6	0	0
14220	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	32	188	228	228	228	228	192	192	192	192	-1	-1	6	0	0
14221	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	33	55	240	376	376	376	180	180	180	180	-1	-1	6	0	0
14222	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	34	147	280	280	280	280	176	176	176	176	-1	-1	6	0	0
14223	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	35	89	224	224	224	224	196	196	196	196	-1	-1	6	0	0
14225	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	37	140	184	184	184	184	196	196	196	196	-1	-1	6	0	0
14227	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	39	7	0	0	0	0	208	208	208	208	-1	-1	6	1	0
14231	202	1	1	2	Agent	-1	shout	2	Agent		-1	-1	3	caught	[2]	['caught']	43	100	96	96	96	96	168	168	168	168	-1	-1	6	0	0
14232	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	1	19	288	288	288	568	212	212	212	212	-1	-1	4	0	0
14233	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	2	93	196	196	196	196	152	152	152	152	-1	-1	4	0	0
14234	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	3	74	240	372	372	372	192	192	192	192	-1	-1	4	0	0
14235	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	4	76	144	144	144	144	160	160	160	160	-1	-1	4	0	0
14238	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	7	201	0	0	0	0	128	128	128	128	-1	-1	4	1	0
14240	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	10	51	156	156	156	156	96	96	96	96	-1	-1	4	0	0
14241	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	11	69	136	136	136	136	164	164	164	164	-1	-1	4	0	0
14242	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	12	172	0	0	0	0	256	256	256	256	-1	-1	4	1	0
14243	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	13	191	236	236	236	236	128	128	128	128	-1	-1	4	0	0
14244	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	14	16	300	300	300	300	172	172	172	172	-1	-1	4	0	0
14246	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	16	130	144	144	144	144	156	344	344	344	-1	-1	4	0	0
14247	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	17	146	152	152	152	152	140	140	140	140	-1	-1	4	0	0
14248	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	18	9	0	0	0	0	148	148	148	148	-1	-1	4	1	0
14249	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	19	49	116	116	116	116	216	216	216	216	-1	-1	4	0	0
14250	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	20	77	236	236	236	236	100	100	100	100	-1	-1	4	0	0
14251	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	21	99	0	0	0	0	192	268	268	268	-1	-1	4	1	0
14252	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	22	138	248	248	248	248	192	192	192	192	-1	-1	4	0	0
14253	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	23	151	212	212	212	212	212	212	212	212	-1	-1	4	0	0
14254	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	24	122	152	152	152	152	148	148	148	148	-1	-1	4	0	0
14255	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	25	5	252	252	252	252	176	176	176	176	-1	-1	4	0	0
14256	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	27	61	0	0	0	0	216	216	216	216	-1	-1	4	1	0
14258	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	29	77	220	220	220	220	124	124	124	124	-1	-1	4	0	0
14259	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	30	11	124	124	124	124	120	120	120	120	-1	-1	4	0	0
14260	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	31	55	172	172	172	172	148	148	148	148	-1	-1	4	0	0
14265	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	36	48	212	212	212	1088	192	192	192	192	-1	-1	4	0	0
14272	202	6	1	0	Theme	-1	he	8	Theme		-1	-1	9	fell	[8, 9]	['fell', 'back']	43	100	0	0	0	0	172	172	172	172	-1	-1	4	1	0
14273	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	1	70	140	140	140	140	200	200	200	200	-1	-1	4	0	0
14274	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	2	56	0	0	0	0	88	88	240	368	-1	-1	4	1	0
14275	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	3	183	248	536	536	536	180	180	180	180	-1	-1	4	0	0
14276	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	4	160	388	388	388	388	184	184	184	184	-1	-1	4	0	0
14277	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	5	78	264	428	428	428	200	200	200	200	-1	-1	4	0	0
14278	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	6	94	0	0	0	0	132	132	132	132	-1	-1	4	1	0
14280	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	8	136	156	156	156	156	152	152	152	152	-1	-1	4	0	0
14281	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	10	43	272	372	372	372	160	160	160	160	-1	-1	4	0	0
14282	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	11	147	220	220	220	220	152	152	152	152	-1	-1	4	0	0
14283	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	12	204	0	0	0	0	128	128	320	896	-1	-1	4	1	0
14284	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	13	171	0	0	0	0	212	212	212	212	-1	-1	4	1	0
14285	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	14	19	236	412	412	412	196	196	196	196	-1	-1	4	0	0
14286	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	15	77	0	0	0	0	272	272	272	272	-1	-1	4	1	0
14287	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	16	21	100	100	236	468	144	144	144	144	-1	-1	4	0	0
14288	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	17	1	160	160	160	160	472	472	472	472	-1	-1	4	0	0
14289	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	18	34	0	0	0	0	40	40	224	448	-1	-1	4	1	0
14290	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	19	47	68	432	432	432	176	176	176	176	-1	-1	4	0	0
14291	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	20	143	56	240	240	240	164	164	164	164	-1	-1	4	0	0
14293	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	22	96	148	148	148	148	224	224	224	224	-1	-1	4	0	0
14294	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	23	113	300	300	300	300	224	684	684	684	-1	-1	4	0	0
14295	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	24	55	172	172	172	172	168	168	168	168	-1	-1	4	0	0
14296	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	25	122	0	0	0	0	192	192	192	376	-1	-1	4	1	0
14297	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	27	170	460	460	460	460	184	184	184	184	-1	-1	4	0	0
14298	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	28	156	228	428	428	600	180	328	328	328	-1	-1	4	0	0
14299	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	29	202	188	188	188	188	156	156	156	284	-1	-1	4	0	0
14300	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	30	194	520	520	520	520	156	156	644	2192	-1	-1	4	0	0
14302	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	32	94	356	356	356	492	312	312	312	312	-1	-1	4	0	0
14303	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	33	104	156	236	236	236	176	176	176	176	-1	-1	4	0	0
14304	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	34	151	208	208	208	208	188	188	188	188	-1	-1	4	0	0
14305	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	35	64	140	140	140	140	308	308	308	308	-1	-1	4	0	0
14307	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	37	45	44	260	260	260	148	272	272	272	-1	-1	4	0	0
14308	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	38	110	324	324	324	324	164	292	292	292	-1	-1	4	0	0
14310	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	40	34	244	392	392	648	168	168	348	500	-1	-1	4	0	0
14312	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	42	177	296	296	296	296	112	112	112	112	-1	-1	4	0	0
14313	209	1	1	1	Theme	-1	He	1	Theme		-1	-1	2	rose	[1, 2]	['rose', 'from']	43	13	320	320	320	320	180	180	180	180	-1	-1	4	0	0
14314	209	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	stopped	[6]	['stopped']	1	70	184	184	184	184	372	372	372	500	-5	-5	7	0	0
14318	209	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	stopped	[6]	['stopped']	5	78	216	216	216	216	164	164	164	164	-5	-5	7	0	0
14320	209	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	stopped	[6]	['stopped']	7	172	208	208	208	244	260	260	260	260	-5	-5	7	0	0
14323	209	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	stopped	[6]	['stopped']	11	147	144	144	144	144	268	268	268	268	-5	-5	7	0	0
14325	209	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	stopped	[6]	['stopped']	13	171	188	188	188	188	172	172	172	172	-5	-5	7	0	0
14326	209	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	stopped	[6]	['stopped']	14	19	212	212	212	212	224	224	224	224	-5	-5	7	0	0
14327	209	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	stopped	[6]	['stopped']	15	77	148	148	148	148	64	64	64	64	-5	-5	7	0	0
14328	209	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	stopped	[6]	['stopped']	16	21	264	404	404	404	196	196	196	196	-5	-5	7	0	0
14330	209	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	stopped	[6]	['stopped']	18	34	208	208	208	208	284	284	284	284	-5	-5	7	0	0
14331	209	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	stopped	[6]	['stopped']	19	47	120	120	120	120	220	220	220	220	-5	-5	7	0	0
14332	209	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	stopped	[6]	['stopped']	20	143	0	0	0	0	248	248	248	248	-5	-5	7	1	0
14335	209	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	stopped	[6]	['stopped']	23	113	332	456	456	456	200	200	200	200	-5	-5	7	0	0
14336	209	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	stopped	[6]	['stopped']	24	55	136	372	372	372	264	264	264	264	-5	-5	7	0	0
14340	209	5	1	1	Agent	-5	He	1	Agent		-1	-5	7	stopped	[6]	['stopped']	29	202	180	180	180	180	412	572	572	572	-5	-5	7	0	0
