	distance	word_pos	sent_pos	sent_nr	subj_nr	token	resolved	rt_fp	spill_fp	inverse_distance	clean_token	reflexive	ana_category	multiple_drefs	word_length	num_prev_anas	target_skipped
341	?	2	115	69	15	us	0	0	236	?	us	False	O	False	2	0	1
342	?	2	32	69	16	us	0	192	356	?	us	False	O	False	2	0	0
343	?	2	139	69	17	us	0	132	136	?	us	False	O	False	2	0	0
344	?	2	66	69	18	us	0	332	144	?	us	False	O	False	2	0	0
345	?	2	173	69	19	us	0	0	160	?	us	False	O	False	2	0	1
346	?	2	63	69	20	us	0	0	140	?	us	False	O	False	2	0	1
347	?	2	68	69	21	us	0	176	276	?	us	False	O	False	2	0	0
348	?	2	33	69	22	us	0	0	0	?	us	False	O	False	2	0	1
349	?	2	139	69	23	us	0	152	168	?	us	False	O	False	2	0	0
350	?	2	33	69	24	us	0	136	0	?	us	False	O	False	2	0	0
351	?	2	12	69	25	us	0	0	0	?	us	False	O	False	2	0	1
352	?	2	159	69	27	us	0	252	0	?	us	False	O	False	2	0	0
353	?	2	105	69	28	us	0	0	200	?	us	False	O	False	2	0	1
354	?	2	145	69	29	us	0	0	0	?	us	False	O	False	2	0	1
355	?	2	7	69	30	us	0	28	196	?	us	False	O	False	2	0	0
356	?	2	128	69	31	us	0	0	228	?	us	False	O	False	2	0	1
357	?	2	47	69	32	us	0	52	200	?	us	False	O	False	2	0	0
358	?	2	176	69	33	us	0	140	204	?	us	False	O	False	2	0	0
359	?	2	78	69	34	us	0	0	200	?	us	False	O	False	2	0	1
360	?	2	49	69	35	us	0	0	288	?	us	False	O	False	2	0	1
361	?	2	73	69	36	us	0	0	0	?	us	False	O	False	2	0	1
362	?	2	95	69	37	us	0	216	136	?	us	False	O	False	2	0	0
363	?	2	185	69	38	us	0	324	116	?	us	False	O	False	2	0	0
364	?	2	30	69	39	us	0	0	0	?	us	False	O	False	2	0	1
